order_id,product_id,quantity,discount,unit_price,sales_amount,cost_amount,profit
500044,20292,2,0.2,8884.71,14215.54,12980.04,1235.5
500045,20084,3,0.05,9637.44,27466.7,18854.88,8611.82
500045,20378,1,0.15,6803.24,5782.75,5362.57,420.18
500045,20119,2,0.05,7927.45,15062.16,12732.78,2329.38
500046,20029,2,0.0,6713.75,13427.5,10980.28,2447.22
500047,20074,1,0.05,7462.73,7089.59,6596.66,492.93
500047,20405,1,0.2,2708.44,2166.75,1641.69,525.06
500048,20059,1,0.05,3852.44,3659.82,2371.66,1288.16
500048,20342,1,0.05,2858.86,2715.92,2491.37,224.55
500049,20489,1,0.05,10079.59,9575.61,7623.39,1952.22
500050,20049,1,0.0,4231.62,4231.62,3656.16,575.46
500050,20430,1,0.1,7015.59,6314.03,5023.97,1290.06
500051,20026,1,0.1,1107.1,996.39,948.16,48.23
500051,20067,2,0.0,517.85,1035.7,632.3,403.4
500052,20165,1,0.2,6758.12,5406.5,5537.46,-130.96
500052,20345,3,0.05,5846.64,16662.92,13217.82,3445.1
500053,20477,1,0.05,11025.66,10474.38,7681.24,2793.14
500053,20361,1,0.1,6046.68,5442.01,4699.09,742.92
500053,20396,1,0.15,321.25,273.06,237.93,35.13
500054,20198,1,0.1,5941.85,5347.67,4369.53,978.14
500054,20101,1,0.15,9030.69,7676.09,6268.47,1407.62
500055,20249,1,0.05,11599.44,11019.47,7083.09,3936.38
500055,20072,3,0.0,12899.1,38697.3,23955.96,14741.34
500056,20215,1,0.1,2653.81,2388.43,1803.54,584.89
500056,20305,1,0.05,4580.93,4351.88,2790.23,1561.65
500057,20047,1,0.05,1279.79,1215.8,1018.96,196.84
500057,20236,2,0.1,4416.4,7949.52,5777.88,2171.64
500058,20099,3,0.05,8282.01,23603.73,22127.85,1475.88
500058,20131,3,0.05,573.37,1634.1,1148.01,486.09
500059,20087,1,0.05,9742.11,9255.0,7085.36,2169.64
500059,20248,1,0.2,810.2,648.16,619.29,28.87
500059,20198,1,0.05,5941.85,5644.76,4369.53,1275.23
500059,20124,1,0.1,5507.28,4956.55,4155.91,800.64
500060,20366,1,0.1,8092.19,7282.97,6637.58,645.39
500061,20187,3,0.05,2776.3,7912.46,6947.43,965.03
500061,20077,1,0.0,7813.44,7813.44,5198.79,2614.65
500061,20145,1,0.05,1089.65,1035.17,881.15,154.02
500062,20218,3,0.0,1453.26,4359.78,3722.46,637.32
500062,20441,1,0.2,684.16,547.33,578.24,-30.91
500062,20186,1,0.1,6187.94,5569.15,4103.43,1465.72
500063,20166,1,0.0,5912.54,5912.54,3974.46,1938.08
500063,20103,1,0.15,3387.01,2878.96,2173.8,705.16
500063,20118,2,0.05,1507.59,2864.42,2601.02,263.4
500064,20117,1,0.2,2013.48,1610.78,1664.65,-53.87
500064,20241,2,0.1,8748.91,15748.04,15578.5,169.54
500065,20401,2,0.05,5853.52,11121.69,8148.76,2972.93
500066,20051,1,0.1,9754.4,8778.96,5951.97,2826.99
500066,20034,1,0.0,6635.9,6635.9,5568.54,1067.36
500066,20061,1,0.15,4394.73,3735.52,3037.05,698.47
500067,20399,2,0.15,9623.45,16359.87,13224.48,3135.39
500068,20236,3,0.0,4416.4,13249.2,8666.82,4582.38
500068,20266,2,0.1,6087.82,10958.08,10295.76,662.32
500069,20160,1,0.2,4952.82,3962.26,3886.93,75.33
500069,20340,1,0.1,531.7,478.53,332.07,146.46
500069,20492,1,0.0,9870.88,9870.88,6096.42,3774.46
500070,20139,2,0.0,9442.33,18884.66,15055.74,3828.92
500070,20131,1,0.15,573.37,487.36,382.67,104.69
500070,20396,3,0.1,321.25,867.38,713.79,153.59
500071,20129,1,0.0,9551.86,9551.86,6531.27,3020.59
500071,20094,1,0.0,7751.56,7751.56,4931.11,2820.45
500072,20390,3,0.1,9705.49,26204.82,20917.68,5287.14
500072,20020,1,0.05,9744.13,9256.92,7161.24,2095.68
500073,20333,1,0.15,9059.5,7700.58,6777.89,922.69
500073,20317,1,0.05,8124.11,7717.9,5154.12,2563.78
500074,20283,2,0.0,10629.33,21258.66,13891.6,7367.06
500074,20281,2,0.05,8239.83,15655.68,13213.14,2442.54
500075,20049,1,0.05,4231.62,4020.04,3656.16,363.88
500076,20394,2,0.05,3877.46,7367.17,5723.74,1643.43
500076,20109,1,0.15,1184.17,1006.54,998.34,8.2
500077,20142,1,0.2,5524.75,4419.8,3931.52,488.28
500077,20119,2,0.15,7927.45,13476.66,12732.78,743.88
500078,20326,1,0.1,1446.83,1302.15,1259.65,42.5
500079,20277,1,0.0,353.32,353.32,278.49,74.83
500080,20048,1,0.0,7922.73,7922.73,6408.15,1514.58
500081,20365,1,0.05,10620.45,10089.43,7822.81,2266.62
500082,20348,1,0.05,4361.31,4143.24,3603.69,539.55
500083,20460,1,0.05,9844.32,9352.1,5967.91,3384.19
500083,20326,1,0.1,1446.83,1302.15,1259.65,42.5
500084,20003,1,0.0,4756.23,4756.23,3559.01,1197.22
500084,20364,1,0.05,5121.97,4865.87,3962.23,903.64
500085,20104,1,0.0,4165.21,4165.21,2585.27,1579.94
500086,20441,1,0.1,684.16,615.74,578.24,37.5
500087,20223,2,0.15,6278.61,10673.64,8083.32,2590.32
500087,20365,1,0.1,10620.45,9558.41,7822.81,1735.6
500088,20090,2,0.0,10893.03,21786.06,13450.08,8335.98
500088,20369,1,0.2,9407.9,7526.32,6189.83,1336.49
500089,20462,2,0.0,10142.65,20285.3,15195.86,5089.44
500089,20051,2,0.0,9754.4,19508.8,11903.94,7604.86
500089,20381,3,0.05,1839.58,5242.8,3383.58,1859.22
500089,20136,1,0.1,8213.61,7392.25,5190.12,2202.13
500090,20272,1,0.2,3734.49,2987.59,3073.38,-85.79
500090,20124,1,0.0,5507.28,5507.28,4155.91,1351.37
500091,20467,1,0.0,7320.97,7320.97,4824.83,2496.14
500092,20040,1,0.15,10398.12,8838.4,7369.34,1469.06
500092,20491,2,0.0,9434.38,18868.76,12152.54,6716.22
500093,20081,4,0.05,1336.39,5078.28,3450.48,1627.8
500093,20001,1,0.05,571.53,542.95,510.27,32.68
500094,20492,1,0.05,9870.88,9377.34,6096.42,3280.92
500094,20400,1,0.05,9411.42,8940.85,6261.8,2679.05
500095,20428,3,0.1,5673.89,15319.5,11802.9,3516.6
500095,20335,1,0.0,12080.97,12080.97,7557.32,4523.65
500096,20253,1,0.0,10018.14,10018.14,6559.78,3458.36
500096,20265,1,0.15,2417.21,2054.63,1857.42,197.21
500096,20386,1,0.05,9049.04,8596.59,5984.41,2612.18
500097,20170,1,0.05,647.69,615.31,530.12,85.19
500098,20466,2,0.0,3986.85,7973.7,4995.7,2978.0
500099,20154,1,0.2,1260.91,1008.73,962.89,45.84
500100,20229,1,0.05,5933.06,5636.41,5270.07,366.34
500100,20465,2,0.1,3115.99,5608.78,4737.68,871.1
500100,20300,1,0.1,2151.82,1936.64,1308.98,627.66
500101,20405,2,0.0,2708.44,5416.88,3283.38,2133.5
500101,20435,1,0.05,10186.46,9677.14,7863.55,1813.59
500102,20452,3,0.0,8606.24,25818.72,17924.88,7893.84
500103,20470,2,0.15,12066.57,20513.17,15000.04,5513.13
500104,20070,1,0.0,754.25,754.25,663.89,90.36
500104,20125,2,0.15,5644.46,9595.58,7271.06,2324.52
500104,20337,1,0.05,5264.2,5000.99,4187.07,813.92
500105,20417,2,0.2,7957.79,12732.46,10255.22,2477.24
500105,20007,1,0.15,2558.88,2175.05,1729.43,445.62
500106,20177,2,0.2,4107.1,6571.36,5448.34,1123.02
500106,20286,2,0.05,7988.04,15177.28,10700.28,4477.0
500107,20032,1,0.0,5606.63,5606.63,4227.86,1378.77
500107,20157,1,0.05,10110.2,9604.69,7810.71,1793.98
500108,20453,2,0.1,9207.44,16573.39,13413.42,3159.97
500109,20121,1,0.05,9199.74,8739.75,6354.01,2385.74
500109,20287,1,0.1,4013.18,3611.86,2829.91,781.95
500110,20307,1,0.05,10723.46,10187.29,6832.49,3354.8
500110,20333,1,0.15,9059.5,7700.58,6777.89,922.69
500111,20125,3,0.0,5644.46,16933.38,10906.59,6026.79
500111,20195,1,0.0,9791.11,9791.11,6450.19,3340.92
500112,20222,1,0.0,7376.87,7376.87,6407.88,968.99
500112,20113,1,0.05,9797.2,9307.34,6694.93,2612.41
500113,20482,1,0.05,1003.06,952.91,672.36,280.55
500113,20497,4,0.2,5277.28,16887.3,13502.64,3384.66
500114,20089,1,0.0,1842.04,1842.04,1325.03,517.01
500114,20305,1,0.05,4580.93,4351.88,2790.23,1561.65
500115,20393,2,0.05,3675.98,6984.36,5363.72,1620.64
500115,20116,1,0.2,4238.73,3390.98,3166.6,224.38
500116,20298,1,0.1,3898.74,3508.87,3423.76,85.11
500116,20052,1,0.05,6501.81,6176.72,4972.49,1204.23
500116,20434,1,0.1,4167.68,3750.91,3566.3,184.61
500116,20462,1,0.05,10142.65,9635.52,7597.93,2037.59
500117,20163,1,0.15,5076.72,4315.21,4355.18,-39.97
500117,20468,1,0.1,9906.64,8915.98,7984.16,931.82
500117,20439,2,0.0,8637.69,17275.38,11847.1,5428.28
500118,20149,2,0.1,12125.95,21826.71,15913.3,5913.41
500118,20231,1,0.05,5793.34,5503.67,4995.19,508.48
500118,20121,1,0.15,9199.74,7819.78,6354.01,1465.77
500119,20235,3,0.0,882.1,2646.3,2320.95,325.35
500119,20360,1,0.05,8022.93,7621.78,6452.59,1169.19
500119,20179,2,0.1,7535.2,13563.36,10589.9,2973.46
500120,20451,1,0.2,8229.18,6583.34,6860.72,-277.38
500120,20468,2,0.0,9906.64,19813.28,15968.32,3844.96
500121,20181,1,0.05,860.78,817.74,550.17,267.57
500121,20229,2,0.2,5933.06,9492.9,10540.14,-1047.24
500122,20376,2,0.0,888.38,1776.76,1373.42,403.34
500122,20284,1,0.0,5181.5,5181.5,4057.41,1124.09
500123,20083,2,0.15,9350.27,15895.46,14612.02,1283.44
500124,20250,3,0.15,6741.45,17190.7,16326.45,864.25
500124,20146,2,0.0,8552.57,17105.14,14155.14,2950.0
500124,20311,1,0.1,8984.91,8086.42,6083.33,2003.09
500124,20396,1,0.05,321.25,305.19,237.93,67.26
500125,20345,1,0.15,5846.64,4969.64,4405.94,563.7
500126,20485,2,0.0,3990.36,7980.72,6876.26,1104.46
500127,20334,1,0.05,7018.46,6667.54,4348.4,2319.14
500128,20139,1,0.1,9442.33,8498.1,7527.87,970.23
500129,20147,1,0.1,6562.97,5906.67,5416.28,490.39
500130,20448,1,0.0,3195.34,3195.34,2201.57,993.77
500131,20357,2,0.2,2680.36,4288.58,4138.84,149.74
500131,20371,1,0.1,7071.79,6364.61,4314.71,2049.9
500132,20118,2,0.15,1507.59,2562.9,2601.02,-38.12
500132,20336,1,0.05,945.73,898.44,768.69,129.75
500133,20213,1,0.0,831.04,831.04,543.49,287.55
500133,20062,1,0.05,9417.36,8946.49,5922.07,3024.42
500134,20243,2,0.0,8197.47,16394.94,14353.56,2041.38
500135,20305,1,0.1,4580.93,4122.84,2790.23,1332.61
500135,20184,2,0.1,6259.08,11266.34,8124.12,3142.22
500136,20486,1,0.05,9594.72,9114.98,6681.02,2433.96
500136,20371,2,0.0,7071.79,14143.58,8629.42,5514.16
500137,20386,1,0.05,9049.04,8596.59,5984.41,2612.18
500137,20339,1,0.05,5949.67,5652.19,4861.2,790.99
500138,20388,1,0.1,8900.65,8010.58,7218.45,792.13
500138,20250,1,0.05,6741.45,6404.38,5442.15,962.23
500139,20387,1,0.05,377.76,358.87,255.95,102.92
500139,20044,1,0.1,1376.48,1238.83,1020.5,218.33
500140,20320,1,0.1,8726.85,7854.17,6060.9,1793.27
500141,20122,1,0.05,8752.48,8314.86,5677.05,2637.81
500142,20033,3,0.05,6590.81,18783.81,15419.31,3364.5
500143,20500,1,0.05,6581.88,6252.79,5334.86,917.93
500143,20451,1,0.05,8229.18,7817.72,6860.72,957.0
500143,20125,1,0.05,5644.46,5362.24,3635.53,1726.71
500144,20096,1,0.0,2867.17,2867.17,2192.44,674.73
500144,20342,1,0.0,2858.86,2858.86,2491.37,367.49
500145,20199,3,0.05,7156.52,20396.08,14873.22,5522.86
500145,20420,1,0.1,5685.22,5116.7,3475.08,1641.62
500145,20454,1,0.15,7952.7,6759.8,7086.29,-326.49
500146,20060,1,0.15,4520.02,3842.02,3638.41,203.61
500146,20491,2,0.05,9434.38,17925.32,12152.54,5772.78
500146,20353,1,0.05,5017.88,4766.99,3721.54,1045.45
500147,20414,1,0.1,9155.71,8240.14,7290.01,950.13
500148,20462,1,0.05,10142.65,9635.52,7597.93,2037.59
500148,20080,1,0.1,4061.63,3655.47,2626.24,1029.23
500149,20485,1,0.05,3990.36,3790.84,3438.13,352.71
500150,20151,2,0.0,1454.27,2908.54,1764.22,1144.32
500150,20321,1,0.0,3130.48,3130.48,2532.17,598.31
500150,20362,1,0.05,11921.77,11325.68,7655.35,3670.33
500151,20300,1,0.05,2151.82,2044.23,1308.98,735.25
500152,20313,1,0.1,2734.75,2461.28,2258.6,202.68
500152,20064,1,0.05,8650.44,8217.92,5280.99,2936.93
500152,20028,3,0.05,8574.72,24437.95,16535.67,7902.28
500152,20344,2,0.2,5622.86,8996.58,7924.86,1071.72
500153,20482,1,0.0,1003.06,1003.06,672.36,330.7
500153,20356,2,0.05,1495.18,2840.84,2252.08,588.76
500153,20350,2,0.0,3692.9,7385.8,6491.88,893.92
500153,20311,3,0.1,8984.91,24259.26,18249.99,6009.27
500154,20017,2,0.15,8301.57,14112.67,13800.36,312.31
500155,20259,2,0.05,1079.09,2050.27,1707.24,343.03
500156,20067,1,0.1,517.85,466.07,316.15,149.92
500157,20465,3,0.15,3115.99,7945.77,7106.52,839.25
500157,20359,1,0.15,2452.25,2084.41,1561.55,522.86
500158,20312,2,0.15,6991.48,11885.52,8919.02,2966.5
500158,20036,1,0.2,7048.79,5639.03,4757.52,881.51
500158,20388,1,0.05,8900.65,8455.62,7218.45,1237.17
500159,20462,1,0.0,10142.65,10142.65,7597.93,2544.72
500159,20477,1,0.0,11025.66,11025.66,7681.24,3344.42
500159,20377,1,0.0,4596.53,4596.53,3740.17,856.36
500160,20375,1,0.1,7516.93,6765.24,5344.36,1420.88
500160,20188,1,0.0,2622.83,2622.83,1667.51,955.32
500161,20153,2,0.1,3789.33,6820.79,5380.8,1439.99
500161,20178,1,0.0,4397.22,4397.22,3477.42,919.8
500161,20018,1,0.05,753.93,716.23,632.37,83.86
500162,20135,1,0.1,5509.11,4958.2,3618.86,1339.34
500162,20249,2,0.05,11599.44,22038.94,14166.18,7872.76
500162,20433,1,0.0,5339.52,5339.52,3334.6,2004.92
500163,20116,1,0.1,4238.73,3814.86,3166.6,648.26
500163,20227,1,0.2,3534.29,2827.43,2171.92,655.51
500164,20019,2,0.05,2345.81,4457.04,3730.86,726.18
500164,20472,1,0.2,9652.69,7722.15,6397.53,1324.62
500165,20357,2,0.1,2680.36,4824.65,4138.84,685.81
500165,20115,1,0.05,5487.22,5212.86,3876.78,1336.08
500165,20326,2,0.05,1446.83,2748.98,2519.3,229.68
500166,20252,1,0.1,2191.75,1972.58,1645.16,327.42
500166,20227,4,0.15,3534.29,12016.59,8687.68,3328.91
500167,20076,1,0.1,8615.03,7753.53,5408.83,2344.7
500167,20293,1,0.2,8752.84,7002.27,6472.16,530.11
500168,20139,1,0.05,9442.33,8970.21,7527.87,1442.34
500168,20376,1,0.0,888.38,888.38,686.71,201.67
500168,20412,1,0.05,6868.96,6525.51,4447.07,2078.44
500169,20129,1,0.1,9551.86,8596.67,6531.27,2065.4
500169,20472,1,0.0,9652.69,9652.69,6397.53,3255.16
500169,20407,2,0.1,10543.88,18978.98,15862.28,3116.7
500170,20404,1,0.05,1561.43,1483.36,1376.63,106.73
500170,20018,1,0.1,753.93,678.54,632.37,46.17
500171,20033,1,0.0,6590.81,6590.81,5139.77,1451.04
500172,20261,2,0.0,3833.95,7667.9,6381.3,1286.6
500172,20433,1,0.0,5339.52,5339.52,3334.6,2004.92
500173,20478,3,0.15,7614.6,19417.23,18043.44,1373.79
500173,20097,1,0.1,8251.25,7426.12,5858.36,1567.76
500174,20490,1,0.15,6695.83,5691.46,5637.67,53.79
500174,20286,1,0.2,7988.04,6390.43,5350.14,1040.29
500174,20421,1,0.0,5257.2,5257.2,4448.17,809.03
500175,20178,1,0.0,4397.22,4397.22,3477.42,919.8
500175,20470,1,0.0,12066.57,12066.57,7500.02,4566.55
500176,20041,3,0.05,7649.64,21801.47,18333.75,3467.72
500176,20348,1,0.15,4361.31,3707.11,3603.69,103.42
500177,20484,1,0.1,3888.72,3499.85,2940.35,559.5
500177,20233,3,0.05,1389.4,3959.79,3285.96,673.83
500178,20445,1,0.05,2462.9,2339.76,1525.05,814.71
500178,20322,1,0.15,2885.25,2452.46,2323.36,129.1
500179,20337,1,0.0,5264.2,5264.2,4187.07,1077.13
500180,20256,2,0.0,5342.18,10684.36,7268.22,3416.14
500180,20312,2,0.2,6991.48,11186.37,8919.02,2267.35
500180,20012,1,0.1,7751.36,6976.22,6441.32,534.9
500181,20190,1,0.15,6292.37,5348.51,4360.59,987.92
500181,20080,3,0.15,4061.63,10357.16,7878.72,2478.44
500182,20459,2,0.05,802.83,1525.38,1333.42,191.96
500183,20199,2,0.15,7156.52,12166.08,9915.48,2250.6
500183,20440,1,0.05,8853.75,8411.06,7241.7,1169.36
500184,20420,1,0.0,5685.22,5685.22,3475.08,2210.14
500184,20132,3,0.15,1439.48,3670.67,3754.92,-84.25
500184,20110,3,0.0,1549.55,4648.65,3423.81,1224.84
500185,20016,1,0.0,3813.98,3813.98,3265.35,548.63
500186,20312,2,0.05,6991.48,13283.81,8919.02,4364.79
500186,20108,1,0.2,4452.38,3561.9,3869.98,-308.08
500187,20466,1,0.1,3986.85,3588.16,2497.85,1090.31
500187,20375,2,0.0,7516.93,15033.86,10688.72,4345.14
500188,20038,2,0.1,2624.31,4723.76,3606.68,1117.08
500188,20496,1,0.05,4214.02,4003.32,3039.98,963.34
500188,20493,4,0.1,829.25,2985.3,2501.92,483.38
500189,20190,2,0.05,6292.37,11955.5,8721.18,3234.32
500190,20151,1,0.1,1454.27,1308.84,882.11,426.73
500191,20066,1,0.1,3659.7,3293.73,2705.19,588.54
500191,20230,1,0.15,2114.35,1797.2,1330.25,466.95
500192,20236,1,0.1,4416.4,3974.76,2888.94,1085.82
500192,20040,1,0.05,10398.12,9878.21,7369.34,2508.87
500192,20028,3,0.15,8574.72,21865.54,16535.67,5329.87
500193,20265,1,0.2,2417.21,1933.77,1857.42,76.35
500194,20014,1,0.1,2935.2,2641.68,2047.05,594.63
500195,20361,2,0.2,6046.68,9674.69,9398.18,276.51
500195,20225,1,0.1,4316.29,3884.66,2750.32,1134.34
500196,20004,1,0.0,4428.21,4428.21,2828.26,1599.95
500196,20258,1,0.1,3562.62,3206.36,2810.58,395.78
500196,20238,1,0.1,6074.88,5467.39,4541.41,925.98
500197,20108,1,0.0,4452.38,4452.38,3869.98,582.4
500198,20304,2,0.05,10166.75,19316.82,14130.5,5186.32
500198,20033,1,0.15,6590.81,5602.19,5139.77,462.42
500198,20338,1,0.2,7496.42,5997.14,6166.67,-169.53
500198,20064,1,0.05,8650.44,8217.92,5280.99,2936.93
500199,20084,2,0.0,9637.44,19274.88,12569.92,6704.96
500199,20191,3,0.1,7866.87,21240.55,14674.17,6566.38
500200,20102,1,0.05,9075.72,8621.93,6061.83,2560.1
500200,20301,1,0.2,6067.14,4853.71,4802.91,50.8
500201,20009,1,0.05,10675.13,10141.37,7671.48,2469.89
500201,20450,1,0.05,5447.14,5174.78,4191.6,983.18
500201,20087,1,0.15,9742.11,8280.79,7085.36,1195.43
500202,20295,1,0.0,4851.1,4851.1,4284.25,566.85
500203,20164,1,0.05,480.97,456.92,394.71,62.21
500204,20303,1,0.1,6557.64,5901.88,5544.64,357.24
500204,20282,1,0.05,2725.13,2588.87,1766.57,822.3
500204,20417,3,0.0,7957.79,23873.37,15382.83,8490.54
500205,20420,1,0.2,5685.22,4548.18,3475.08,1073.1
500205,20347,1,0.0,5251.08,5251.08,3237.2,2013.88
500206,20224,1,0.05,7249.14,6886.68,5105.0,1781.68
500206,20200,3,0.1,2059.29,5560.08,3970.86,1589.22
500207,20213,1,0.15,831.04,706.38,543.49,162.89
500207,20478,2,0.1,7614.6,13706.28,12028.96,1677.32
500208,20258,1,0.0,3562.62,3562.62,2810.58,752.04
500208,20163,1,0.05,5076.72,4822.88,4355.18,467.7
500209,20177,1,0.1,4107.1,3696.39,2724.17,972.22
500209,20321,4,0.05,3130.48,11895.82,10128.68,1767.14
500209,20063,1,0.0,7090.72,7090.72,4887.48,2203.24
500210,20420,1,0.05,5685.22,5400.96,3475.08,1925.88
500210,20237,1,0.1,5828.22,5245.4,4942.5,302.9
500210,20371,1,0.1,7071.79,6364.61,4314.71,2049.9
500210,20134,1,0.0,2762.57,2762.57,2216.36,546.21
500211,20054,3,0.15,1075.38,2742.22,2200.44,541.78
500211,20234,1,0.15,10384.91,8827.17,7195.07,1632.1
500212,20359,1,0.0,2452.25,2452.25,1561.55,890.7
500213,20333,2,0.1,9059.5,16307.1,13555.78,2751.32
500213,20099,1,0.15,8282.01,7039.71,7375.95,-336.24
500214,20448,2,0.05,3195.34,6071.15,4403.14,1668.01
500214,20492,1,0.2,9870.88,7896.7,6096.42,1800.28
500215,20024,2,0.0,7772.93,15545.86,9812.1,5733.76
500215,20003,2,0.15,4756.23,8085.59,7118.02,967.57
500216,20044,2,0.1,1376.48,2477.66,2041.0,436.66
500217,20278,1,0.1,10553.45,9498.11,6619.18,2878.93
500217,20054,1,0.1,1075.38,967.84,733.48,234.36
500218,20324,1,0.1,7296.57,6566.91,5457.77,1109.14
